SYNSET_ID	TEXT	PARENTS	PARENT_TEXTS
126118-V	ИСПОВЕДАТЬСЯ, ИСПОВЕДАТЬ ГРЕХ, ИСПОВЕДОВАТЬ ГРЕХ, ИСПОВЕДОВАТЬСЯ, ИСПОВЕДОВАТЬСЯ В ЦЕРКВИ	['106540-V', '120154-V', '115598-V', '115963-V']	['ОБЪЯВИТЬ, СДЕЛАТЬ ОБЪЯВЛЕНИЕ, ОГЛАШАТЬ, ОГЛАСИТЬ, ОБЪЯВЛЯТЬ, ОБЪЯВИТЬ ВО ВСЕУСЛЫШАНИЕ, ДЕЛАТЬ ОБЪЯВЛЕНИЕ', 'ПРИЗНАВАТЬ СВОЮ ВИНУ, ПРИЗНАТЬ СВОЮ ВИНУ, ВИНИТЬСЯ, ПОВИНИТЬСЯ, ПРИЗНАТЬ СЕБЯ ВИНОВНЫМ, ПРИЗНАТЬСЯ В СОДЕЯННОМ, СОЗНАТЬСЯ В СОДЕЯННОМ', 'СОЗНАВАТЬСЯ, СДЕЛАТЬ ПРИЗНАНИЕ, ПРИЗНАТЬСЯ, СОЗНАТЬСЯ, ДЕЛАТЬ ПРИЗНАНИЕ, ПРИЗНАВАТЬСЯ', 'ПОКАЯТЬСЯ, КАЯТЬСЯ']
133279-V	ОГОРАШИВАТЬ, ОГОРОШИВАТЬ, ОГОРОШИТЬ	['116240-V', '110478-V', '149898-V']	['СТАВИТЬ В ТУПИК, ОБЕСКУРАЖИВАТЬ, ОШАРАШИТЬ, ОШАРАШИВАТЬ, ОЗАДАЧИТЬ, ПОСТАВИТЬ В ТУПИК, ОЗАДАЧИВАТЬ, ОБЕСКУРАЖИТЬ', 'ПОМРАЧИТЬ, ИСПОРТИТЬ НАСТРОЕНИЕ, ОГОРЧАТЬ, РАССТРОИТЬ, ОГОРЧИТЬ, ОМРАЧАТЬ, РАССТРАИВАТЬ, ПРИЧИНЯТЬ ОГОРЧЕНИЕ, ПРИЧИНИТЬ ОГОРЧЕНИЕ, ПОРТИТЬ НАСТРОЕНИЕ, ПЕЧАЛИТЬ, ПОМРАЧАТЬ, ПОВЕРГАТЬ В ПЕЧАЛЬ, ОМРАЧИТЬ, ОМРАЧИТЬ НАСТРОЕНИЕ, ОПЕЧАЛИТЬ', 'ВЫЗВАТЬ ЧУВСТВО, ВЫЗВАТЬ МЫСЛЬ']
133733-V	ДАВИТЬ МОРАЛЬНО, ГНЕСТИ, ДАВИТЬ, МОРАЛЬНО ДАВИТЬ, ПОДАВИТЬ, ПОДАВЛЯТЬ, ПРИВОДИТЬ В ПОДАВЛЕННОЕ СОСТОЯНИЕ, РАЗДАВИТЬ, РАЗДАВИТЬ МОРАЛЬНО, ТЯГОТИТЬ, ТЯГОТИТЬСЯ, ТЯГОТИТЬ ЧУВСТВО, УГНЕТАТЬ, УДРУЧАТЬ, УДРУЧИТЬ	['110478-V', '149898-V']	['ПОМРАЧИТЬ, ИСПОРТИТЬ НАСТРОЕНИЕ, ОГОРЧАТЬ, РАССТРОИТЬ, ОГОРЧИТЬ, ОМРАЧАТЬ, РАССТРАИВАТЬ, ПРИЧИНЯТЬ ОГОРЧЕНИЕ, ПРИЧИНИТЬ ОГОРЧЕНИЕ, ПОРТИТЬ НАСТРОЕНИЕ, ПЕЧАЛИТЬ, ПОМРАЧАТЬ, ПОВЕРГАТЬ В ПЕЧАЛЬ, ОМРАЧИТЬ, ОМРАЧИТЬ НАСТРОЕНИЕ, ОПЕЧАЛИТЬ', 'ВЫЗВАТЬ ЧУВСТВО, ВЫЗВАТЬ МЫСЛЬ']
150821-V	ПЛАТИТЬ ПО ДОЛГОВЫМ ОБЯЗАТЕЛЬСТВАМ	['112280-V', '144001-V', '137731-V', '106811-V', '7235-V']	['ОПЛАТИТЬ, УПЛАЧИВАТЬ, УПЛАТИТЬ, ПРОИЗВЕСТИ ОПЛАТУ, ПЛАТИТЬ ДЕНЬГИ, ПЛАТИТЬ, ОПЛАЧИВАТЬ, ЗАПЛАТИТЬ', 'ВОЗВРАТИТЬ ИМУЩЕСТВО, ВЕРНУТЬ ИМУЩЕСТВО, ВЕРНУТЬ СРЕДСТВА, ВОЗВРАТИТЬ СРЕДСТВА', 'ПОГАШАТЬ, ПОГАСИТЬ', 'ДАВАТЬСЯ, ДАТЬ, ДАВАТЬ, ОТДАВАТЬ, ОТДАВАТЬСЯ, ОТДАТЬ, ОТДАТЬСЯ, ПРЕДОСТАВИТЬ, ПРЕДОСТАВЛЯТЬ', 'ВОЗВРАТИТЬ ДОЛГ, ГАСИТЬ ЗАДОЛЖЕННОСТЬ, ДОЛГ ОТДАЕТСЯ, КРЕДИТ ОТДАЕТСЯ, ЛИКВИДИРОВАТЬ ДОЛГИ, ЛИКВИДИРОВАТЬ ЗАДОЛЖЕННОСТЬ, ОПЛАТИТЬ ДОЛГ, ОПЛАТИТЬ ЗАДОЛЖЕННОСТЬ, ОПЛАЧИВАТЬ ДОЛГ, ОПЛАЧИВАТЬ ЗАДОЛЖЕННОСТЬ, ОТДАВАТЬ ДОЛГ, ОТДАТЬ ДОЛГ, ПОГАСИТЬ ДОЛГ, ПОГАСИТЬ ЗАДОЛЖЕННОСТЬ, ПОГАСИТЬ СВОЙ ДОЛГ, ПОГАШАТЬ ДОЛГ, ПОГАШАТЬ ЗАДОЛЖЕННОСТЬ, РАСПЛАТИТЬСЯ С ДОЛГАМИ, РАСПЛАЧИВАТЬСЯ С ДОЛГАМИ, УПЛАТИТЬ ДОЛГ, УПЛАТИТЬ ЗАДОЛЖЕННОСТЬ, ВЫПЛАТИТЬ ЗАДОЛЖЕННОСТЬ, ВЫПЛАТИТЬ ДОЛГ, ВЫЛЕЗТИ ИЗ ДОЛГОВ, ВОЗВРАЩАТЬ ЗАДОЛЖЕННОСТЬ, ВОЗВРАЩАТЬ ДОЛГ, ВОЗВРАТИТЬ ЗАДОЛЖЕННОСТЬ, ГАСИТЬ ДОЛГ, ВЕРНУТЬ ЗАДОЛЖЕННОСТЬ, ВЕРНУТЬ ДОЛГ, ВЫПЛАЧИВАТЬ ДОЛГ, ВЫПЛАЧИВАТЬ ЗАДОЛЖЕННОСТЬ']
137377-V	ЭМИТИРОВАТЬ	['152470-V', '113004-V']	['ВЫДЕЛИТЬ ВЕЩЕСТВО, ИСПУСТИТЬ, ИСПУСКАТЬ', 'ИЗЛУЧАТЬ СВЕТ, ИСПУСКАТЬ ЛУЧИ, ИЗЛУЧАТЬ, ИСПУСТИТЬ ЛУЧИ, ИЗЛУЧАТЬСЯ']
120847-V	ФАСОВАТЬ, РАСФАСОВАТЬ, РАСФАСОВЫВАТЬ, ФАСОВАТЬ ТОВАР	['107410-V', '113157-V']	['РАЗДЕЛИТЬ, ДЕЛИТЬ, ПОДЕЛИТЬ, РАЗДЕЛИТЬ НА ЧАСТИ, РАЗДЕЛЯТЬ, ДЕЛИТЬ НА ЧАСТИ', 'РАЗВЕСИТЬ, РАЗВЕШИВАТЬ']
120847-V	ФАСОВАТЬ, РАСФАСОВАТЬ, РАСФАСОВЫВАТЬ, ФАСОВАТЬ ТОВАР	['9469-V', '116345-V']	['УПАКОВАТЬ ТОВАР, УПАКОВЫВАТЬ ТОВАР', 'УПАКОВАТЬ, ЗАПАКОВЫВАТЬ, ПАКОВАТЬ, ЗАПАКОВАТЬ, УПАКОВЫВАТЬ']
113771-V	РАЗРУШИТЬ БОМБЕЖКОЙ, РАЗБОМБИТЬ, УНИЧТОЖИТЬ БОМБЕЖКОЙ	['111371-V', '106483-V', '111950-V', '111951-V']	['ДОЛОМАТЬ, НАЛОМАТЬ, ДОЛАМЫВАТЬ, ПОЛОМАТЬ, СЛОМАТЬ, ЛОМАТЬ', 'ИСКОРЕНЯТЬСЯ, ИСКОРЕНЯТЬ, ИСКОРЕНИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ, УНИЧТОЖАТЬ, УНИЧТОЖИТЬ', 'РАЗРУШАТЬ, КРУШИТЬ, РАЗРУШИТЬ ФИЗИЧЕСКИ, РАЗРУШИТЬ', 'РУШИТЬ, РАЗРУШАТЬ, ПОРУШИТЬ, РАЗРУШИТЬСЯ, РАЗРУШИТЬ']
131726-V	ИЗЛАМЫВАТЬ, РАЗВОРОТИТЬ, РАЗЛАМЫВАТЬ, РАЗЛАМЫВАТЬ НА ЧАСТИ, РАЗЛОМАТЬ, ИЗЛОМАТЬ, РАЗЛОМАТЬ НА ЧАСТИ	['111371-V', '106483-V', '111950-V', '111951-V', '111369-V']	['ДОЛОМАТЬ, НАЛОМАТЬ, ДОЛАМЫВАТЬ, ПОЛОМАТЬ, СЛОМАТЬ, ЛОМАТЬ', 'ИСКОРЕНЯТЬСЯ, ИСКОРЕНЯТЬ, ИСКОРЕНИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ, УНИЧТОЖАТЬ, УНИЧТОЖИТЬ', 'РАЗРУШАТЬ, КРУШИТЬ, РАЗРУШИТЬ ФИЗИЧЕСКИ, РАЗРУШИТЬ', 'РУШИТЬ, РАЗРУШАТЬ, ПОРУШИТЬ, РАЗРУШИТЬСЯ, РАЗРУШИТЬ', 'ПОПОРТИТЬ, НАПОРТИТЬ, ПОРТИТЬ, ЗАГУБИТЬ, ПОДПОРТИТЬ, НАПОРТАЧИТЬ, ИСПОРТИТЬ, ПОРТАЧИТЬ']
140589-V	РАЗВАЛИТЬ, РАЗВАЛИВАТЬ	['111371-V', '106483-V', '111950-V', '111951-V']	['ДОЛОМАТЬ, НАЛОМАТЬ, ДОЛАМЫВАТЬ, ПОЛОМАТЬ, СЛОМАТЬ, ЛОМАТЬ', 'ИСКОРЕНЯТЬСЯ, ИСКОРЕНЯТЬ, ИСКОРЕНИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ, УНИЧТОЖАТЬ, УНИЧТОЖИТЬ', 'РАЗРУШАТЬ, КРУШИТЬ, РАЗРУШИТЬ ФИЗИЧЕСКИ, РАЗРУШИТЬ', 'РУШИТЬ, РАЗРУШАТЬ, ПОРУШИТЬ, РАЗРУШИТЬСЯ, РАЗРУШИТЬ']
141506-V	РАЗНЕСТИ, РАЗНЕСТИ НА ЧАСТИ, РАЗГРОМИТЬ, РАЗНОСИТЬ НА ЧАСТИ, РАЗДОЛБАТЬ, ГРОМИТЬ, РАЗНОСИТЬ	['111371-V', '106483-V', '111950-V', '111951-V']	['ДОЛОМАТЬ, НАЛОМАТЬ, ДОЛАМЫВАТЬ, ПОЛОМАТЬ, СЛОМАТЬ, ЛОМАТЬ', 'ИСКОРЕНЯТЬСЯ, ИСКОРЕНЯТЬ, ИСКОРЕНИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ, УНИЧТОЖАТЬ, УНИЧТОЖИТЬ', 'РАЗРУШАТЬ, КРУШИТЬ, РАЗРУШИТЬ ФИЗИЧЕСКИ, РАЗРУШИТЬ', 'РУШИТЬ, РАЗРУШАТЬ, ПОРУШИТЬ, РАЗРУШИТЬСЯ, РАЗРУШИТЬ']
144583-V	ОПУСТОШИТЬ, ПРИВОДИТЬ К ОПУСТОШЕНИЮ, ПРИВОДИТЬ В ЗАПУСТЕНИЕ, ПРИВЕСТИ К ОПУСТОШЕНИЮ, ПРИВЕСТИ В ЗАПУСТЕНИЕ, ОПУСТОШАТЬ	['111371-V', '106483-V', '111950-V', '111951-V']	['ДОЛОМАТЬ, НАЛОМАТЬ, ДОЛАМЫВАТЬ, ПОЛОМАТЬ, СЛОМАТЬ, ЛОМАТЬ', 'ИСКОРЕНЯТЬСЯ, ИСКОРЕНЯТЬ, ИСКОРЕНИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ, УНИЧТОЖАТЬ, УНИЧТОЖИТЬ', 'РАЗРУШАТЬ, КРУШИТЬ, РАЗРУШИТЬ ФИЗИЧЕСКИ, РАЗРУШИТЬ', 'РУШИТЬ, РАЗРУШАТЬ, ПОРУШИТЬ, РАЗРУШИТЬСЯ, РАЗРУШИТЬ']
144583-V	ОПУСТОШИТЬ, ПРИВОДИТЬ К ОПУСТОШЕНИЮ, ПРИВОДИТЬ В ЗАПУСТЕНИЕ, ПРИВЕСТИ К ОПУСТОШЕНИЮ, ПРИВЕСТИ В ЗАПУСТЕНИЕ, ОПУСТОШАТЬ	['121426-V', '152490-V']	['РАЗОРИТЬ, РАЗОРЯТЬ, РАЗДЕТЬ ДО ПОСЛЕДНЕЙ НИТКИ', 'ЛИШАТЬ СОБСТВЕННОСТИ, ЛИШАТЬ ИМУЩЕСТВА, ЛИШИТЬ СОБСТВЕННОСТИ, ЛИШИТЬ ИМУЩЕСТВА']
5300-V	НЕРЕСТИТЬСЯ	['115730-V', '127089-V']	['МЕТАТЬ ИКРУ, ВЫМЕТАТЬ, МЕТАТЬ', 'НАПЛОДИТЬСЯ, ПЛОДИТЬСЯ, РАЗВЕСТИСЬ, РАЗВОДИТЬСЯ, РАЗМНОЖАТЬСЯ, РАЗМНОЖИТЬСЯ, РАСПЛОДИТЬСЯ, РОЖАТЬ']
144786-V	ПОТРЕНИРОВАТЬСЯ, НАТРЕНИРОВАТЬСЯ, ТРЕНИРОВАТЬСЯ	['118369-V', '1604-V', '118370-V']	['ТРЕНИРОВАТЬ, НАТРЕНИРОВАТЬ', 'ПРЕПОДАВАТЬСЯ, ГРЫЗТЬ ГРАНИТ НАУКИ', 'ОБУЧИТЬ, ВЫУЧИТЬ, ДОУЧИВАТЬ, УЧИТЬ, НАУЧИТЬ, ОБРАЗОВЫВАТЬ, ПОУЧИТЬ, ОБУЧАТЬ']
114958-V	ВЫПАЛЫВАТЬ, ВЫПОЛОТЬ, ДОПОЛОТЬ, ПРОПАЛЫВАТЬ, ПРОПОЛОТЬ, ДОПАЛЫВАТЬ, ПОЛОТЬ	['114441-V', '121100-V']	['ЗАЧИЩАТЬ, ОЧИСТИТЬ, ОЧИСТИТЬ ОТ ПРИСУТСТВИЯ, ЗАЧИСТИТЬ, ОЧИЩАТЬ', 'ОСВОБОДИТЬ, ОСВОБОЖДАТЬ']
114958-V	ВЫПАЛЫВАТЬ, ВЫПОЛОТЬ, ДОПОЛОТЬ, ПРОПАЛЫВАТЬ, ПРОПОЛОТЬ, ДОПАЛЫВАТЬ, ПОЛОТЬ	['106483-V', '106501-V', '145014-V']	['ИСКОРЕНЯТЬСЯ, ИСКОРЕНЯТЬ, ИСКОРЕНИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ, УНИЧТОЖАТЬ, УНИЧТОЖИТЬ', 'ПОДЕЛАТЬ', 'УНИЧТОЖИТЬ СОРНЯКИ, БОРОТЬСЯ С СОРНЯКАМИ, УНИЧТОЖАТЬ СОРНЯКИ']
130446-V	ВЫКАТЫВАТЬ, ВЫКАТЫВАТЬСЯ, ВЫКАТИТЬ, ВЫКАТИТЬСЯ	['115981-V', '115136-V', '130447-V']	['УЕХАТЬ, УЕЗЖАТЬ, УКАТИТЬ, УКАТЫВАТЬ', 'ОТПРАВИТЬСЯ, ДВИГАТЬСЯ В ПУТЬ, ДВИНУТЬСЯ, ДВИНУТЬСЯ В НАПРАВЛЕНИИ, ДВИНУТЬСЯ В ПУТЬ, МАХНУТЬ, ТРОНУТЬСЯ В ПУТЬ, ТРОНУТЬ С МЕСТА, ТРОГАТЬСЯ В ПУТЬ, ТРОГАТЬ С МЕСТА, СНЯТЬСЯ С МЕСТА, СНЯТЬСЯ, СНИМАТЬСЯ С МЕСТА, СНИМАТЬСЯ, ПУСТИТЬСЯ В ПУТЬ, ПУСТИТЬСЯ В ДОРОГУ, ПУСТИТЬСЯ, ПУСКАТЬСЯ В ПУТЬ, ПУСКАТЬСЯ, ПОЙТИ, ОТБЫВАТЬ, ПОЕХАТЬ, ОТБЫТЬ, ПОДАТЬСЯ, ПОДАВАТЬСЯ, ОТПРАВИТЬСЯ В ПУТЬ, ОТПРАВИТЬСЯ В ДОРОГУ', 'ОТХОДИТЬ, ВЫЕЗЖАТЬ, ВЫЕХАТЬ, ОТОЙТИ']
130446-V	ВЫКАТЫВАТЬ, ВЫКАТЫВАТЬСЯ, ВЫКАТИТЬ, ВЫКАТИТЬСЯ	['111329-V']	['ЯВЛЯТЬСЯ ВЗОРУ, ЯВЛЯТЬСЯ НА ГЛАЗА, ЯВИТЬСЯ НА ГЛАЗА, ЯВИТЬСЯ ВЗОРУ, ЯВИТЬСЯ, ПОЯВЛЯТЬСЯ НА ГЛАЗА, ПОЯВЛЯТЬСЯ, ПОЯВИТЬСЯ ПЕРЕД ГЛАЗАМИ, ПОЯВИТЬСЯ НА ГЛАЗА, ПОЯВИТЬСЯ, ПОКАЗАТЬСЯ, ПОКАЗАТЬСЯ НА ГЛАЗА, ПОКАЗЫВАТЬСЯ']
139726-V	ОТЪЕЗЖАТЬ, ОТЪЕХАТЬ	['115981-V', '115136-V', '130447-V']	['УЕХАТЬ, УЕЗЖАТЬ, УКАТИТЬ, УКАТЫВАТЬ', 'ОТПРАВИТЬСЯ, ДВИГАТЬСЯ В ПУТЬ, ДВИНУТЬСЯ, ДВИНУТЬСЯ В НАПРАВЛЕНИИ, ДВИНУТЬСЯ В ПУТЬ, МАХНУТЬ, ТРОНУТЬСЯ В ПУТЬ, ТРОНУТЬ С МЕСТА, ТРОГАТЬСЯ В ПУТЬ, ТРОГАТЬ С МЕСТА, СНЯТЬСЯ С МЕСТА, СНЯТЬСЯ, СНИМАТЬСЯ С МЕСТА, СНИМАТЬСЯ, ПУСТИТЬСЯ В ПУТЬ, ПУСТИТЬСЯ В ДОРОГУ, ПУСТИТЬСЯ, ПУСКАТЬСЯ В ПУТЬ, ПУСКАТЬСЯ, ПОЙТИ, ОТБЫВАТЬ, ПОЕХАТЬ, ОТБЫТЬ, ПОДАТЬСЯ, ПОДАВАТЬСЯ, ОТПРАВИТЬСЯ В ПУТЬ, ОТПРАВИТЬСЯ В ДОРОГУ', 'ОТХОДИТЬ, ВЫЕЗЖАТЬ, ВЫЕХАТЬ, ОТОЙТИ']
139726-V	ОТЪЕЗЖАТЬ, ОТЪЕХАТЬ	['106587-V', '111045-V']	['ПЕРЕМЕСТИТЬСЯ, ПЕРЕДВИГАТЬСЯ, ПЕРЕМЕЩАТЬСЯ, ПЕРЕДВИНУТЬСЯ, ДВИГАТЬСЯ', 'УДАЛЯТЬСЯ, ОТДАЛИТЬСЯ, ОТДАЛЯТЬСЯ, УДАЛИТЬСЯ']
125094-V	АССОЦИИРОВАТЬ	['125092-V', '125093-V', '106557-V']	['УСТАНОВИТЬ, УСТАНАВЛИВАТЬ', 'УСТАНОВИТЬ СВЯЗЬ, СВЯЗЫВАТЬ МЕЖДУ СОБОЙ, УСТАНАВЛИВАТЬ СВЯЗЬ, СВЯЗЫВАТЬ, СВЯЗЫВАТЬСЯ, СВЯЗАТЬСЯ, СВЯЗАТЬ МЕЖДУ СОБОЙ, СВЯЗАТЬ', 'СОЕДИНИТЬ, СОЕДИНЯТЬ В ОДНО ЦЕЛОЕ, СОЕДИНИТЬ В ОДНО ЦЕЛОЕ, СОЕДИНЯТЬ']
130448-V	ВЫЛИЗЫВАТЬ, ВЫЛИЗАТЬ	['107010-V', '107011-V']	['НАМЫВАТЬ, НАМЫТЬ, ВЫМЫТЬ, ПОМЫТЬ, МЫТЬ ОТ ГРЯЗИ, ПРОМЫВАТЬСЯ, ДОМЫВАТЬ, ДОМЫТЬ, ВЫМЫВАТЬСЯ, МЫТЬ', 'ПОЧИСТИТЬСЯ, ЧИСТИТЬСЯ, ОЧИЩАТЬ, НАЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ, ВЫЧИСТИТЬ, ОТЧИЩАТЬ, УДАЛИТЬ ГРЯЗЬ, ОЧИСТИТЬ ОТ ГРЯЗИ, ОЧИСТИТЬ, ОТЧИСТИТЬ, ВЫЧИСТИТЬСЯ, ВЫЧИЩАТЬ, НАЧИЩАТЬ, ДОЧИСТИТЬ, ДОЧИЩАТЬ, ПОЧИСТИТЬ, ОЧИЩАТЬ ОТ ГРЯЗИ, ЧИСТИТЬ']
130448-V	ВЫЛИЗЫВАТЬ, ВЫЛИЗАТЬ	['111903-V', '111902-V']	['УБИРАТЬ, ДЕЛАТЬ УБОРКУ, НАВЕСТИ ЧИСТОТУ, НАВОДИТЬ ЧИСТОТУ, ПРИБИРАТЬ, ПРИБИРАТЬСЯ, ПРИБРАТЬ, ПРИБРАТЬСЯ, ПРОВЕСТИ УБОРКУ, СДЕЛАТЬ УБОРКУ, УБИРАТЬСЯ, УБРАТЬ, УБРАТЬСЯ', 'НАВОДИТЬ ПОРЯДОК, ПРИВОДИТЬ В ПОРЯДОК, ПРИВЕСТИ В ПОРЯДОК, НАВЕСТИ ПОРЯДОК']
130448-V	ВЫЛИЗЫВАТЬ, ВЫЛИЗАТЬ	['118698-V', '123435-V']	['СОВЕРШИТЬ ДЕЙСТВИЕ, ДЕЛАТЬ, ДЕЙСТВОВАТЬ, СДЕЛАТЬ, СОВЕРШАТЬ ДЕЙСТВИЕ, ДЕЛАТЬСЯ', 'СТАРАТЕЛЬНО ДЕЛАТЬ, ДЕЛАТЬ СО СТАРАНИЕМ, СТАРАТЬСЯ, ПОСТАРАТЬСЯ']
117124-V	ПЕРЕГРЫЗАТЬ, РАЗГРЫЗТЬ, РАЗГРЫЗАТЬ, ПЕРЕГРЫЗТЬ	['113619-V', '107410-V']	['РАСКУСИТЬ, РАСКУСЫВАТЬ, ПЕРЕКУСЫВАТЬ, ПЕРЕКУСИТЬ', 'РАЗДЕЛИТЬ, ДЕЛИТЬ, ПОДЕЛИТЬ, РАЗДЕЛИТЬ НА ЧАСТИ, РАЗДЕЛЯТЬ, ДЕЛИТЬ НА ЧАСТИ']
123879-V	ТРЕЗВОНИТЬ В КОЛОКОЛА, ТРЕЗВОНИТЬ	['123878-V', '107386-V', '116633-V']	['ЗВОНИТЬ В КОЛОКОЛ', 'ИЗДАТЬ ЗВОН, ОТЗВОНИТЬ, ПОЗВОНИТЬ, ИЗДАВАТЬ ЗВОН, ЗВОНИТЬ, ЗАЗВОНИТЬ, ОТЗВАНИВАТЬ', 'ТРЕЗВОНИТЬ']
151807-V	УКРАШАТЬ, УКРАСИТЬ, УКРАСИТЬ СВОИМ ПРИСУТСТВИЕМ, УКРАСИТЬ СОБОЙ, УКРАШАТЬ СОБОЙ	['106632-V', '106631-V']	['СДЕЛАТЬ ЛУЧШЕ, ИЗМЕНИТЬ К ЛУЧШЕМУ, ДЕЛАТЬ ЛУЧШЕ, УЛУЧШИТЬ, УЛУЧШАТЬ', 'ВНОСИТЬ ИЗМЕНЕНИЯ, ПЕРЕМЕНИТЬ, МЕНЯТЬ, ИЗМЕНЯТЬ, ИЗМЕНИТЬ, ВНЕСТИ ИЗМЕНЕНИЯ']
151807-V	УКРАШАТЬ, УКРАСИТЬ, УКРАСИТЬ СВОИМ ПРИСУТСТВИЕМ, УКРАСИТЬ СОБОЙ, УКРАШАТЬ СОБОЙ	['106947-V', '132789-V']	['СУЩЕСТВОВАТЬ, ПРОСУЩЕСТВОВАТЬ, ИМЕТЬСЯ, ЕСТЬ, БЫТЬ', 'ПРИСУТСТВОВАТЬ, НАЛИЧЕСТВОВАТЬ']
126485-V	КОМИССОВАТЬ	['117915-V', '117916-V']	['ОСВОБОДИТЬ ОТ ОБЯЗАННОСТИ, ОСВОБОДИТЬ ОТ ИСПОЛНЕНИЯ ОБЯЗАННОСТИ, ОСВОБОЖДАТЬ, ОСВОБОДИТЬ', 'ИЗБАВИТЬ, ИЗБАВЛЯТЬ']
128619-V	РАЗГРУЗИТЬ, СНИМАТЬ ГРУЗ ОТВЕТСТВЕННОСТИ, СНИЗИТЬ НАГРУЗКУ, СНЯТЬ ГРУЗ ОТВЕТСТВЕННОСТИ, СНЯТЬ ГРУЗ С ПЛЕЧ, СНИМАТЬ ГРУЗ С ПЛЕЧ, РАЗГРУЖАТЬ, СНИЖАТЬ НАГРУЗКУ	['117915-V', '117916-V']	['ОСВОБОДИТЬ ОТ ОБЯЗАННОСТИ, ОСВОБОДИТЬ ОТ ИСПОЛНЕНИЯ ОБЯЗАННОСТИ, ОСВОБОЖДАТЬ, ОСВОБОДИТЬ', 'ИЗБАВИТЬ, ИЗБАВЛЯТЬ']
130772-V	ДЕЗАВУИРОВАТЬ	['117915-V', '117916-V']	['ОСВОБОДИТЬ ОТ ОБЯЗАННОСТИ, ОСВОБОДИТЬ ОТ ИСПОЛНЕНИЯ ОБЯЗАННОСТИ, ОСВОБОЖДАТЬ, ОСВОБОДИТЬ', 'ИЗБАВИТЬ, ИЗБАВЛЯТЬ']
130772-V	ДЕЗАВУИРОВАТЬ	['106542-V', '106540-V']	['СНАБЖАТЬ ИНФОРМАЦИЕЙ, ДАВАТЬ ЗНАТЬ, ДАВАТЬ ИНФОРМАЦИЮ, ДАВАТЬ СВЕДЕНИЯ, ДАТЬ ЗНАТЬ, ДАТЬ ИНФОРМАЦИЮ, ДАТЬ СВЕДЕНИЯ, ДЕРЖАТЬ В КУРСЕ, ДОНЕСТИ, ДОНЕСТИ ИНФОРМАЦИЮ, ДОНОСИТЬ, ДОНОСИТЬ ИНФОРМАЦИЮ, ИЗВЕСТИТЬ, ИЗВЕЩАТЬ, ИНФОРМИРОВАТЬ, ОБЕСПЕЧИВАТЬ ИНФОРМАЦИЕЙ, ОБЕСПЕЧИТЬ ИНФОРМАЦИЕЙ, ОПОВЕСТИТЬ, ОПОВЕЩАТЬ, ПОВЕДАТЬ, ПОСТАВИТЬ В ИЗВЕСТНОСТЬ, ПРЕДОСТАВИТЬ ДАННЫЕ, ПРЕДОСТАВИТЬ ИНФОРМАЦИЮ, ПРЕДОСТАВИТЬ СВЕДЕНИЯ, ПРЕДОСТАВЛЯТЬ ДАННЫЕ, ПРЕДОСТАВЛЯТЬ ИНФОРМАЦИЮ, ПРЕДОСТАВЛЯТЬ СВЕДЕНИЯ, ПРОИНФОРМИРОВАТЬ, СНАБДИТЬ ДАННЫМИ, СНАБДИТЬ ИНФОРМАЦИЕЙ, СНАБДИТЬ СВЕДЕНИЯМИ, СНАБЖАТЬ ДАННЫМИ, СНАБЖАТЬ СВЕДЕНИЯМИ, СООБЩАТЬ, СООБЩИТЬ, СТАВИТЬ В ИЗВЕСТНОСТЬ, УВЕДОМИТЬ, УВЕДОМЛЯТЬ', 'ОБЪЯВИТЬ, СДЕЛАТЬ ОБЪЯВЛЕНИЕ, ОГЛАШАТЬ, ОГЛАСИТЬ, ОБЪЯВЛЯТЬ, ОБЪЯВИТЬ ВО ВСЕУСЛЫШАНИЕ, ДЕЛАТЬ ОБЪЯВЛЕНИЕ']
135838-V	ПРОЩАТЬ, ПРОСТИТЬ, ПРОСТИТЬ ЗАДОЛЖЕННОСТЬ, ПРОСТИТЬ ДОЛГ, ПРОЩАТЬ ДОЛГ	['117915-V', '117916-V']	['ОСВОБОДИТЬ ОТ ОБЯЗАННОСТИ, ОСВОБОДИТЬ ОТ ИСПОЛНЕНИЯ ОБЯЗАННОСТИ, ОСВОБОЖДАТЬ, ОСВОБОДИТЬ', 'ИЗБАВИТЬ, ИЗБАВЛЯТЬ']
